394	885		221	172
738	884		221	172
1081	884		221	172
49	1159		221	172
393	1159		221	172
738	1158		221	172
1081	1158		221	172

336	100		219	172
591	100		219	172
847	100		219	172
336	273		219	172
591	273		219	172
847	273		219	162
336	447		219	172
591	447		219	172
847	447		219	172
52	882		219	172
391	884		219	172
735	884		219	172
1076	884		219	172
52	1155		219	172
391	1157		219	172
735	1157		219	172
1075	1158		219	172

318	92		221	172
583	92		221	172
850	92		221	172
318	264		221	172
583	264		221	172
850	264		221	156
318	432		221	172
583	432		221	172
850	432		221	172
50	889		221	172
394	889		221	172
738	889		221	172
1082	889		221	172
49	1163		221	172
393	1163		221	172
738	1163		221	172
1083	1163		221	172

375	112		219	173
608	112		219	173
847	112		219	173
375	269		219	173
608	269		219	173
847	269		219	146
375	427		219	173
608	427		219	173
847	427		219	173
53	881		219	173
391	883		219	173
735	883		219	173
1076	883		219	173
52	1155		219	173
391	1157		219	173
735	1158		219	173
1075	1158		219	173

330	97		222	172
586	97		222	172
842	97		222	172
330	267		222	172
586	267		222	172
842	267		222	169
330	448		222	172
586	448		222	172
842	448		222	172
49	886		222	172
394	887		222	172
738	887		222	172
1082	887		222	172
48	1160		222	172
393	1160		222	172
737	1161		222	172
1082	1162		222	172

343	94		220	172
604	94		220	172
866	94		220	172
343	270		220	172
604	270		220	172
866	270		220	164
343	446		220	172
604	446		220	172
866	446		220	172
54	884		220	172
391	886		220	172
735	886		220	172
1077	886		220	172
53	1158		220	172
391	1160		220	172
736	1161		220	172
1076	1161		220	172

322	91		221	172
590	91		221	172
858	91		221	172
322	264		221	172
590	264		221	172
858	264		221	162
322	438		221	172
590	438		221	172
858	438		221	172
49	885		221	172
392	886		221	172
736	887		221	172
1080	888		221	172
49	1159		221	172
391	1160		221	172
736	1162		221	172
1080	1164		221	172

331	85		222	171
593	85		222	171
855	85		222	171
331	270		222	171
593	270		222	171
855	270		222	171
331	457		222	171
593	457		222	171
855	457		222	171
53	885		222	171
392	886		222	171
736	886		222	171
1078	886		222	171
53	1158		222	171
392	1160		222	171
735	1160		222	171
1076	1161		222	171

335	109		221	173
606	109		221	173
857	109		221	173
335	271		221	173
606	271		221	173
857	271		221	151
335	434		221	173
606	434		221	173
857	434		221	173
50	880		221	173
392	880		221	173
737	880		221	173
1081	881		221	173
50	1154		221	173
392	1154		221	173
737	1155		221	173
1082	1156		221	173

349	94		221	173
598	94		221	173
847	94		221	173
349	263		221	173
598	263		221	173
847	263		221	159
349	434		221	173
598	434		221	173
847	434		221	173
52	886		221	173
391	887		221	173
735	888		221	173
1077	887		221	173
51	1160		221	173
390	1161		221	173
734	1161		221	173
1077	1161		221	173

327	91		220	173
590	91		220	173
854	91		220	173
327	269		220	173
590	269		220	173
854	269		220	166
327	447		220	173
590	447		220	173
854	447		220	173
50	885		220	173
392	885		220	173
735	885		220	173
1077	886		220	173
50	1158		220	173
391	1159		220	173
735	1159		220	173
1078	1160		220	173

305	87		223	172
579	87		223	172
854	87		223	172
305	269		223	172
579	269		223	172
854	269		223	170
305	451		223	172
579	451		223	172
854	451		223	172
53	886		223	172
392	887		223	172
736	887		223	172
1080	887		223	172
51	1159		223	172
392	1160		223	172
736	1160		223	172
1078	1161		223	172

320	97		223	172
582	97		223	172
845	97		223	172
320	269		223	172
582	269		223	172
845	269		223	161
320	442		223	172
582	442		223	172
845	442		223	172
50	884		223	172
391	884		223	172
736	885		223	172
1079	886		223	172
49	1159		223	172
391	1159		223	172
736	1159		223	172
1079	1160		223	172

328	91		223	172
588	91		223	172
849	91		223	172
328	272		223	172
588	272		223	172
849	272		223	167
328	451		223	172
588	451		223	172
849	451		223	172
51	886		223	172
390	887		223	172
735	888		223	172
1077	888		223	172
49	1160		223	172
389	1161		223	172
734	1161		223	172
1077	1161		223	172

341	94		222	172
590	94		222	172
835	94		222	172
341	269		222	172
590	269		222	172
835	269		222	163
341	444		222	172
590	444		222	172
835	444		222	172
48	886		222	172
390	886		222	172
735	886		222	172
1078	887		222	172
47	1160		222	172
388	1160		222	172
733	1161		222	172
1078	1161		222	172

345	88		222	173
593	88		222	173
841	88		222	173
345	268		222	173
593	268		222	173
841	268		222	168
345	448		222	173
593	448		222	173
841	448		222	173
51	882		222	173
389	884		222	173
734	884		222	173
1077	884		222	173
50	1156		222	173
389	1158		222	173
733	1159		222	173
1076	1159		222	173

331	86		222	173
589	86		222	173
848	86		222	173
331	264		222	173
589	264		222	173
848	264		222	157
331	433		222	173
589	433		222	173
848	433		222	173
50	890		222	173
391	890		222	173
736	889		222	173
1079	891		222	173
49	1164		222	173
391	1164		222	173
735	1164		222	173
1079	1165		222	173

333	94		222	172
581	94		222	172
830	94		222	172
333	268		222	172
581	268		222	172
830	268		222	163
333	443		222	172
581	443		222	172
830	443		222	172
52	886		222	172
390	887		222	172
735	887		222	172
1079	887		222	172
50	1160		222	172
390	1161		222	172
734	1161		222	172
1078	1161		222	172

310	84		220	173
579	84		220	173
849	84		220	173
310	266		220	173
579	266		220	173
849	266		220	166
310	444		220	173
579	444		220	173
849	444		220	173
50	887		220	173
391	887		220	173
737	888		220	173
1079	888		220	173
49	1161		220	173
391	1161		220	173
736	1162		220	173
1079	1162		220	173

304	85		225	172
576	85		225	172
848	85		225	172
304	261		225	172
576	261		225	172
848	261		225	165
304	438		225	172
576	438		225	172
848	438		225	172
52	892		225	172
391	893		225	172
735	894		225	172
1080	894		225	172
52	1166		225	172
391	1167		225	172
735	1168		225	172
1079	1168		225	172

330	90		220	173
595	90		220	173
860	90		220	173
330	265		220	173
595	265		220	173
860	265		220	164
330	441		220	173
595	441		220	173
860	441		220	173
52	886		220	173
394	887		220	173
739	887		220	173
1080	887		220	173
51	1160		220	173
394	1161		220	173
739	1161		220	173
1080	1161		220	173

334	83		224	173
591	83		224	173
849	83		224	173
334	263		224	173
591	263		224	173
849	263		224	166
334	441		224	173
591	441		224	173
849	441		224	173
52	888		224	173
392	889		224	173
735	889		224	173
1080	890		224	173
51	1162		224	173
391	1163		224	173
734	1164		224	173
1079	1164		224	173

321	88		221	173
595	88		221	173
862	88		221	173
321	264		221	173
595	264		221	173
862	264		221	163
321	439		221	173
595	439		221	173
862	439		221	173
50	883		221	173
390	884		221	173
736	884		221	173
1079	886		221	173
49	1157		221	173
389	1158		221	173
734	1159		221	173
1079	1160		221	173

330	89		223	173
580	89		223	173
842	89		223	173
330	266		223	173
580	266		223	173
842	266		223	166
330	444		223	173
580	444		223	173
842	444		223	173
52	884		223	173
392	885		223	173
735	885		223	173
1079	886		223	173
51	1158		223	173
391	1159		223	173
735	1160		223	173
1078	1161		223	173

339	84		222	173
601	84		222	173
863	84		222	173
339	268		222	173
601	268		222	173
863	268		222	161
339	441		222	173
601	441		222	173
863	441		222	173
50	882		222	173
390	882		222	173
735	883		222	173
1078	884		222	173
49	1156		222	173
390	1156		222	173
735	1158		222	173
1079	1159		222	173

324	99		223	173
576	99		223	173
828	99		223	173
324	269		223	173
576	269		223	173
828	269		223	159
324	440		223	173
576	440		223	173
828	440		223	173
50	884		223	173
389	885		223	173
732	885		223	173
1076	886		223	173
50	1158		223	173
389	1159		223	173
732	1160		223	173
1076	1160		223	173

364	94		221	172
599	94		221	172
834	94		221	172
364	266		221	172
599	266		221	172
834	266		221	162
364	440		221	172
599	440		221	172
834	440		221	172
49	886		221	172
390	886		221	172
734	886		221	172
1077	886		221	172
49	1160		221	172
390	1160		221	172
734	1160		221	172
1078	1161		221	172

325	97		224	171
585	97		224	171
846	97		224	171
325	270		224	171
585	270		224	171
846	270		224	161
325	443		224	171
585	443		224	171
846	443		224	171
50	887		224	171
390	888		224	171
735	888		224	171
1078	888		224	171
50	1160		224	171
390	1162		224	171
735	1162		224	171
1078	1163		224	171

315	89		221	173
581	89		221	173
847	89		221	173
315	262		221	173
581	262		221	173
847	262		221	158
315	432		221	173
581	432		221	173
847	432		221	173
47	890		221	173
390	890		221	173
735	889		221	173
1078	890		221	173
48	1164		221	173
390	1164		221	173
735	1163		221	173
1079	1164		221	173

345	83		223	172
594	83		223	172
844	83		223	172
345	270		223	172
594	270		223	172
844	270		223	162
345	444		223	172
594	444		223	172
844	444		223	172
50	885		223	172
389	886		223	172
734	886		223	172
1077	886		223	172
49	1159		223	172
388	1160		223	172
733	1160		223	172
1076	1161		223	172

334	99		222	172
596	99		222	172
859	99		222	172
334	271		222	172
596	271		222	172
859	271		222	161
334	444		222	172
596	444		222	172
859	444		222	172
51	882		222	172
392	882		222	172
738	882		222	172
1082	883		222	172
50	1156		222	172
392	1157		222	172
737	1157		222	172
1081	1157		222	172

343	103		221	172
590	103		221	172
841	103		221	172
343	270		221	172
590	270		221	172
841	270		221	156
343	438		221	172
590	438		221	172
841	438		221	172
53	881		221	172
391	883		221	172
736	884		221	172
1079	884		221	172
51	1155		221	172
391	1157		221	172
735	1158		221	172
1078	1158		221	172

345	104		222	171
593	104		222	171
849	104		222	171
345	268		222	171
593	268		222	171
849	268		222	148
345	428		222	171
593	428		222	171
849	428		222	171
50	884		222	171
392	885		222	171
737	885		222	171
1079	885		222	171
48	1158		222	171
390	1159		222	171
736	1159		222	171
1079	1159		222	171

327	90		233	180
590	90		233	180
854	90		233	180
327	274		233	180
590	274		233	180
854	274		233	173
327	459		233	180
590	459		233	180
854	459		233	180
26	865		233	180
379	865		233	180
737	866		233	180
1096	865		233	180
26	1150		233	180
378	1150		233	180
736	1151		233	180
1095	1151		233	180

331	104		222	173
589	104		222	173
848	104		222	173
331	273		222	173
589	273		222	173
848	273		222	157
331	442		222	173
589	442		222	173
848	442		222	173
51	883		222	173
391	883		222	173
736	882		222	173
1079	882		222	173
50	1158		222	173
390	1157		222	173
735	1156		222	173
1079	1157		222	173

328	86		223	173
581	86		223	173
835	86		223	173
328	271		223	173
581	271		223	173
835	271		223	171
328	454		223	173
581	454		223	173
835	454		223	173
53	884		223	173
393	885		223	173
736	885		223	173
1080	884		223	173
52	1157		223	173
392	1158		223	173
736	1159		223	173
1080	1159		223	173

